,sentence1,sentence2,predicted_score,score
3687,"['A brown and white dog is jumping over a red, yellow and white hurdle']","['A brown and white dog is passing under a red, yellow and white hurdle']",0.8877430558204651,4.1
3688,"['A brown and white dog is passing under a red, yellow and white hurdle']",['A large brown dog is jumping over a red hurdle'],0.7140563130378723,3.1
3689,"['A brown and white dog is jumping over a red, yellow and white hurdle']",['A large brown cat is jumping over a red hurdle'],0.5694259405136108,2.8
3690,"['A brown and white dog is jumping over a red, yellow and white hurdle']",['A large brown dog is jumping over a red hurdle'],0.7947273850440979,4.0
3691,['A yellow dog is drinking water from the faucet'],['A yellow dog is not drinking water from the faucet'],0.8335824608802795,3.6
3692,['The yellow dog is drinking water from a bottle'],['A yellow dog is not drinking water from the faucet'],0.7060145735740662,4.3
3693,['The yellow dog is drinking water from a container'],['A yellow dog is drinking water from the faucet'],0.8886191248893738,3.9
3694,['A yellow dog is drinking water from the faucet'],['The yellow dog is drinking water from a bottle'],0.8594095706939697,3.8
3695,['Adults and children standing and playing in front of steps near a wooded area'],['Adults and children standing and playing in front of a stair near a wooded area'],0.9525226354598999,4.8
3696,['Adults and children are standing and playing in front of steps near a desert area'],['Adults and children standing and playing in front of steps near a wooded area'],0.753319263458252,3.6
3697,['The adults and children are being grouped near an outdoor seating arrangement'],['The adults and children are being gathered near an outdoor seating arrangement'],0.9780244827270508,5.0
3698,['Adults and children standing and playing in front of steps near a wooded area'],['The adults and children are being grouped near an outdoor seating arrangement'],0.5878024101257324,2.8
3699,['The adults and children are not gathered near an outdoor seating arrangement'],['Adults and children standing and playing in front of steps near a wooded area'],0.5435904860496521,2.9
3700,['The adults and children are being gathered near an outdoor seating arrangement'],['Adults and children standing and playing in front of a stair near a wooded area'],0.5550904273986816,2.8
3701,['A bride with a white dress is looking down'],['A bride with a white veil is looking down'],0.8894726037979126,4.435
3702,['A bride with a black veil is looking down'],['A bride with a white veil is looking down'],0.8773411512374878,3.5
3703,['A woman is looking down and is wearing a wedding dress'],['A woman is looking down and is wearing a wedding veil'],0.8354990482330322,4.5
3704,['A bride with a black veil is looking down'],['A woman is looking down and is wearing a wedding veil'],0.8629810214042664,3.8
3705,['A girl has black and orange patches on the cheeks'],['A girl has colored patches on the cheeks'],0.8279781341552734,4.2
3706,['There is no girl with black and orange patches on the cheeks'],['A girl has black and orange patches on the cheeks'],0.6664095520973206,3.8
3707,['There is no girl with black and orange patches on the cheeks'],['A girl is standing in a group and is wearing a black shirt and pink beads'],0.2796107828617096,2.6
3708,['A girl has black and orange patches on the cheeks'],['A girl is standing alone and wears a black shirt and pink beads'],0.4058196246623993,2.3
3709,['A girl is standing in a group and is wearing a black shirt and pink beads'],['A girl has black and orange patches on the cheeks'],0.4196063280105591,2.0
3710,['Two large dogs are frolicking in a grassy field'],['Two large dogs are frolicking in a field'],0.9434123039245605,4.7
3711,['Two dogs are running through high grass'],['Two animals are running through high grass'],0.954611599445343,4.8
3712,['Two large dogs are frolicking in a field'],['Two dogs are running through high grass'],0.5885956883430481,3.9
3713,['Two dogs are running through high grass'],['Two large dogs are frolicking in a grassy field'],0.6217670440673828,3.8
3714,['A white dog is running across a rocky landscape'],['A black dog is running across a rocky landscape'],0.7677263617515564,3.7
3715,['A black dog is walking along rocky terrain'],['A black dog is moving along rocky terrain'],0.9356980323791504,4.3
3716,['A black dog is running across a rocky landscape'],['A black dog is moving along rocky terrain'],0.8333423733711243,4.3
3717,['A black dog is walking along rocky terrain'],['A white dog is running across a rocky landscape'],0.5149142742156982,3.0
3718,['Some young dirt bikers are getting a dirt bike up a sandy hill'],['Some young bikers are getting a dirt bike up a sandy hill'],0.9925323128700256,4.4
3719,['Some young dirt bikers are getting a dirt bike up a sandy hill'],['Some old dirt bikers are getting a dirt bike up a sandy hill'],0.8476548790931702,4.0
3720,['A young man is pushing a motocross bike up a dirt hill'],['Some young bikers are getting a dirt bike up a sandy hill'],0.6114097833633423,4.0
3721,['A young man is pushing a motocross bike up a dirt hill'],['Some old dirt bikers are getting a dirt bike up a sandy hill'],0.4730679392814636,3.3
3722,['Some young dirt bikers are getting a dirt bike up a sandy hill'],['A young man is pushing a motocross bike down a dirt hill'],0.5724232196807861,2.9
3723,['A young man and a woman are riding bikes on the boardwalk near the ocean'],['A middle aged man and woman are riding bikes down a road beside the water'],0.5632667541503906,3.2
3724,['Pedestrians and cars are moving through a traffic jam in a big city'],['Pedestrians and cars are moving through a traffic jam in the big city'],0.9923056960105896,5.0
3725,['Some people and vehicles are on a crowded street'],['Pedestrians and cars are moving through a traffic jam in the big city'],0.5805766582489014,3.8
3726,['Pedestrians and cars are moving through a traffic jam in a small city'],['Some people and vehicles are on a crowded street'],0.5479616522789001,3.9
3727,['Some people and vehicles are on a almost empty street'],['Pedestrians and cars are moving through a traffic jam in a big city'],0.41530632972717285,2.6
3728,['Two brown and white dogs are fighting on a grassy area in front of a tree'],['Two brown and white dogs are fighting on a grassy area behind a tree'],0.9875298142433167,4.2
3729,['Two dogs are playing inside'],['Two dogs are playing outside'],0.7406076788902283,3.7
3730,['Two dogs are playing inside'],['Two brown and white dogs are fighting on a grassy area in front of a tree'],0.43878236413002014,2.8
3731,['Two brown and white dogs are fighting on a grassy area in front of a plant'],['Two dogs are playing outside'],0.6273038983345032,3.8
3732,['A soccer player is sitting on the field and is drinking water'],['A soccer player is sitting on the field and is drinking beer'],0.8587906956672668,2.9
3733,['A man is sitting on the grass and drinking from a water bottle'],['A man is sitting on the lawn and drinking from a water bottle'],0.935694694519043,4.8
3734,['A man is sitting on the grass and drinking from a water bottle'],['A woman is sitting on the grass and is drinking from a water bottle'],0.7972684502601624,4.0
3735,['A soccer player is sitting on the field and is drinking water'],['A woman is sitting on the grass and is drinking from a water bottle'],0.49970266222953796,3.3
3736,['A soccer player is sitting on the field and is drinking water'],['A man is sitting on the grass and drinking from a water bottle'],0.533351480960846,3.7
3737,['A dog is running on the sea shore'],['A dog is running on the beach'],0.8187081217765808,4.6
3738,['The dog is running through the dry sand'],['A dog is running on the beach'],0.6713027358055115,4.2
3739,['The dog is running through the wet sand'],['There is no dog running on the beach'],0.4767555892467499,2.4
3740,['A chubby faced boy is wearing sunglasses'],['A chubby faced boy is wearing dark glasses'],0.8676570653915405,4.5
3741,['A chubby faced boy is wearing sunglasses'],['Sunglasses are being worn by a boy'],0.750264048576355,4.5
3742,['A chubby faced boy is wearing sunglasses'],['A girl is wearing sunglasses'],0.4714988172054291,3.3
3743,['A chubby faced boy is wearing sunglasses'],['A boy is wearing sunglasses'],0.8055957555770874,4.3
3744,['Children are being dressed in costumes and playing a game'],['Kids are being dressed in costumes and playing a game'],0.9777275323867798,4.9
3745,['Kids are being dressed in costumes and playing a game'],['A young boy with painted face is standing next to some other children'],0.3622817397117615,2.7
3746,['A young girl with painted face is standing next to some other children'],['Kids are not dressed in costumes and playing a game'],0.29639455676078796,2.9
3747,['Dogs are racing on a track'],['Dogs are running on a track'],0.9195879101753235,4.7
3748,['Dogs are racing on a track'],['There is no dog racing on a track'],0.6501687169075012,3.0
3749,['A horse is not racing'],['Dogs are racing on a track'],0.45130133628845215,2.2
